NorCal + Central Valley VA Call & Price Log  —  1067 Vets  |  One row per vet. Fill in prices for each service collected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
← VET INFO (pre-filled — do not edit),,,,,,,,← CALL OUTCOME (VA fills after each call) →,,,,,,← PRICE ENTRY — fill in prices collected. Leave blank if not given. →,,,,,,,,,,,,,,,,,,,,← FINAL →,,
#,Vet Name,Phone,Address,City,Zip,Vet Type,Hours,"Call
Status","No Prices
Reason","Accepting
New Patients","CareCredit
Accepted","Contact
Name",Call Notes,"Exam
Fee ($)","Vet Tech
Fee (S)","Rabies
($)","DHPP
($)","FVRCP(cat)
($)","FeLV(cat)
($)","Bordetella
($)","Canine Flu
($)","Lepto
($)","Vaccine Pkg
Dog ($)","Vaccine Pkg
Cat ($)","Spay
($)","Neuter
($)","Dental
Cleaning ($)","Dental No
Anesthesia ($)","X-Ray
($)","Bloodwork
($)","Anesthesia
($)","Emergency
Visit ($)","Urgent
Care ($)","Species
Seen",Notes,"Verified
by Susan"
500,Standiford Veterinary Center,(209) 577-3481,1520 Standiford Ave,Modesto,95350,General Practice,Monday: Open 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Sylvan Veterinary hospital,(209) 551-4527,3520 Roselle Ave,Modesto,95357,General Practice,"Tuesday: 7:30 AM – 6:00 PM
Wednesday: 7:30 AM – 6:00 PM
Thursday: 7:30 AM – 6:00 PM
Friday: 7:30 AM – 6:00 PM
Saturday: 7:30 AM – 6:00 PM
Sunday: 8:00 AM – 4:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Valley Pet Care,(209) 353-6914,1440 E Hatch Rd #102,Modesto,95351,General Practice,"Tuesday: 8:00 AM – 4:30 PM
Wednesday: 8:00 AM – 4:30 PM
Thursday: 8:00 AM – 4:30 PM
Friday: 8:00 AM – 4:30 PM
Saturday: 8:00 AM – 4:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Valley Veterinary Hospital,(209) 575-0100,1635 Tully Rd,Modesto,95350,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 8:00 AM – 2:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Veterinary Medical Associates,(209) 527-5855,204 W Granger Ave,Modesto,95350,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 8:00 AM – 1:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Village Oak Veterinary Hospital,(209) 551-6200,3924 Oakdale Rd,Modesto,95357,General Practice,"Tuesday: 7:30 AM – 12:00 PM
Tuesday: 1:00 PM – 5:00 PM
Wednesday: 7:30 AM – 12:00 PM
Wednesday: 1:00 PM – 5:00 PM
Thursday: 7:30 AM – 12:00 PM
Thursday: 1:00 PM – 5:00 PM
Friday: 7:30 AM – 12:00 PM
Friday: 1:00 PM – 5:00 PM
Saturday: 7:30 AM – 12:00 PM
Saturday: 1:00 PM – 5:00 PM
Sunday: 8:00 AM – 12:00 PM
Sunday: 1:30 PM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Yosemite Veterinary Hospital,(209) 524-1494,1706 Yosemite Blvd,Modesto,95354,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 1:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Arrow Dog And Cat Hospital,(909) 946-3211,5405 Arrow Hwy Suite 108,Montclair,91763,General Practice,"Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Blue Cross Animal Hospital,(909) 621-2988,10593 S Mills Ave,Montclair,91763,General Practice,"Tuesday: 8:45 AM – 12:30 PM
Tuesday: 1:30 PM – 5:00 PM
Wednesday: 8:45 AM – 12:30 PM
Wednesday: 1:30 PM – 5:00 PM
Thursday: 9:00 AM – 2:00 PM
Friday: 8:45 AM – 12:30 PM
Friday: 1:30 PM – 5:00 PM
Saturday: 8:45 AM – 12:30 PM
Saturday: 1:30 PM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Aguajito Veterinary Hospital,(831) 372-8151,1221 10th St,Monterey,93940,General Practice,"Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: 9:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Monterey Animal Hospital,(831) 373-0711,725 Foam St,Monterey,93940,General Practice,"Tuesday: 7:00 AM – 6:00 PM
Wednesday: 7:00 AM – 6:00 PM
Thursday: 7:00 AM – 6:00 PM
Friday: 7:00 AM – 6:00 PM
Saturday: 7:00 AM – 6:00 PM
Sunday: 7:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Monterey Peninsula Veterinary Emergency & Specialty Center,(831) 373-7374,20 Lower Ragsdale Dr #150,Monterey,93940,General Practice,Monday: Open 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Veterinary Eye Clinic Monterey Bay,(831) 655-4939,2 Harris Ct A1,Monterey,93940,General Practice,"Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: 9:00 AM – 5:00 PM
Sunday: 9:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Arroyo Vista Veterinary Hospital,(805) 529-6833,476 Los Angeles Ave B9,Moorpark,93021,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 8:00 AM – 1:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Contra Costa Veterinary Hospital:,(925) 376-1824,1025 Country Club Dr,Moraga,94556,General Practice,"Monday: 9:00 AM – 6:00 PM
Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Moraga Veterinary Hospital,(925) 376-1121,1020 Country Club Dr,Moraga,94556,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Rheem Veterinary Medical Hospital,(925) 376-5976,521 Moraga Rd,Moraga,94556,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 1:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Cochrane Animal Hospital,(408) 778-7783,18650 Adams Ct,Morgan Hill,95037,General Practice,"Tuesday: 9:00 AM – 3:00 PM
Wednesday: 9:00 AM – 3:00 PM
Thursday: 9:00 AM – 3:00 PM
Friday: 9:00 AM – 3:00 PM
Saturday: 9:00 AM – 3:00 PM
Sunday: 10:00 AM – 2:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Douglas Novick DVM | Horse Veterinarian,(408) 946-6888,4820 Croy Rd,Morgan Hill,95037,General Practice,Monday: Open 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Live Oak Veterinary Hospital,(408) 779-4010,16025 Vineyard Blvd,Morgan Hill,95037,General Practice,"Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: 8:00 AM – 5:30 PM
Friday: 8:00 AM – 5:30 PM
Saturday: 8:00 AM – 5:30 PM
Sunday: 8:00 AM – 12:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Morgan Hill Animal Hospital,(408) 779-7325,16150 Monterey Rd,Morgan Hill,95037,General Practice,"Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: 8:00 AM – 5:30 PM
Friday: 8:00 AM – 5:30 PM
Saturday: 8:00 AM – 5:30 PM
Sunday: 8:30 AM – 1:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,South County Animal Hospital,(408) 779-6867,15790 Monterey Rd Suite 500,Morgan Hill,95037,General Practice,"Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: 8:00 AM – 5:30 PM
Friday: 8:00 AM – 5:30 PM
Saturday: 8:00 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Morro Bay Veterinary Clinic,(805) 772-4411,385 Quintana Rd,Morro Bay,93442,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Alta View Animal Hospital,(650) 948-1021,690 Showers Dr,Mountain View,94040,General Practice,"Monday: 8:00 AM – 7:00 PM
Tuesday: 8:00 AM – 7:00 PM
Wednesday: 8:00 AM – 7:00 PM
Thursday: 8:00 AM – 7:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 9:00 AM – 2:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Dog and Cat Dermatology,(650) 386-5419,1350 Grant Rd Unit 9,Mountain View,94040,General Practice,"Monday: 8:00 AM – 5:30 PM
Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: Closed
Friday: 8:00 AM – 5:30 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,MedVet Mountain View,(650) 494-1461,601 Showers Dr,Mountain View,94040,General Practice,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Miramonte Veterinary Hospital,(650) 962-8338,1766 Miramonte Ave,Mountain View,94040,General Practice,"Monday: 7:30 AM – 5:00 PM
Tuesday: 7:30 AM – 5:00 PM
Wednesday: 7:30 AM – 12:00 PM
Thursday: 7:30 AM – 5:00 PM
Friday: 7:30 AM – 5:00 PM
Saturday: 7:30 AM – 12:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Pathways To Healing Animal,(650) 450-3052,350 Franklin St,Mountain View,94041,General Practice,"Monday: 9:00 AM – 5:00 PM
Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Shoreline Pet Hospital,(650) 397-2877,580 N Rengstorff Ave Suite K,Mountain View,94043,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 4:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Alley Cat & Dog Pet Hospital,(707) 224-2525,1041 Wine Country Ave,Napa,94558,General Practice,"Monday: 8:00 AM – 7:00 PM
Tuesday: 8:00 AM – 7:00 PM
Wednesday: 8:00 AM – 7:00 PM
Thursday: 8:00 AM – 7:00 PM
Friday: 8:00 AM – 7:00 PM
Saturday: 8:00 AM – 7:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Animal Kingdom Veterinary Services,(707) 254-0500,3164 Dry Creek Rd,Napa,94558,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 12:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Flowers Shelley DVM,(707) 224-7953,2035 Silverado Trail,Napa,94558,General Practice,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 9:00 AM – 5:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Napa Humane (Humane Society Napa County),(707) 255-8118,3265 California Blvd,Napa,94558,General Practice,"Monday: 7:30 AM – 4:30 PM
Tuesday: 7:30 AM – 4:30 PM
Wednesday: 7:30 AM – 4:30 PM
Thursday: 7:30 AM – 4:30 PM
Friday: 7:30 AM – 4:30 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Napa River Pet Hospital,(707) 819-2112,501 Lincoln Ave,Napa,94558,General Practice,"Monday: 9:00 AM – 6:00 PM
Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Napa Small Animal Hospital,(707) 257-8866,517 Lincoln Ave,Napa,94558,General Practice,"Monday: 9:00 AM – 5:00 PM
Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Napa Valley Equine,(707) 637-6137,3198 Silverado Trail,Napa,94558,General Practice,"Monday: 8:30 AM – 4:00 PM
Tuesday: 8:30 AM – 4:00 PM
Wednesday: 8:30 AM – 4:00 PM
Thursday: 8:30 AM – 4:00 PM
Friday: 8:30 AM – 4:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Napa Valley Holistic Veterinary Services,(707) 535-9979,1552 Silverado Trail,Napa,94559,General Practice,"Monday: 9:00 AM – 4:00 PM
Tuesday: 9:00 AM – 4:00 PM
Wednesday: 9:00 AM – 4:00 PM
Thursday: 9:00 AM – 4:00 PM
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Napa Valley Veterinary Hospital,(707) 224-8604,1325 W Imola Ave,Napa,94559,General Practice,"Monday: 8:00 AM – 1:00 PM, 3:00 – 5:30 PM
Tuesday: 8:00 AM – 1:00 PM, 3:00 – 5:30 PM
Wednesday: 8:00 AM – 1:00 PM, 3:00 – 5:30 PM
Thursday: 8:00 AM – 1:00 PM, 3:00 – 5:30 PM
Friday: 8:00 AM – 1:00 PM, 3:00 – 5:30 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Napa West Pet Hospital,(707) 254-9033,2999 Solano Ave,Napa,94558,General Practice,"Monday: 9:00 AM – 6:00 PM
Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: 9:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Silverado Veterinary Hospital,(707) 806-0156,2035 Silverado Trail,Napa,94558,General Practice,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 4:00 PM
Saturday: 9:00 AM – 3:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Four Paws Animal Clinic,(530) 265-3722,521 Searls Ave,Nevada City,95959,General Practice,"Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: 9:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Pine Creek Veterinary Clinic,(530) 478-9141,128 New Mohawk Rd,Nevada City,95959,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Mesa Veterinary Hospital,(805) 929-5114,323 W Tefft St B,Nipomo,93444,General Practice,"Tuesday: 8:00 AM – 5:30 PM
Wednesday: 8:00 AM – 5:30 PM
Thursday: 8:00 AM – 5:30 PM
Friday: 8:00 AM – 5:30 PM
Saturday: 8:00 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Nipomo Dog & Cat Hospital,(805) 929-2855,525 Sandydale Dr,Nipomo,93444,General Practice,"Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Bel Marin Animal Hospital,(415) 883-0578,25 Commercial Blvd,Novato,94949,General Practice,"Monday: 8:30 AM – 6:00 PM
Tuesday: 8:30 AM – 6:00 PM
Wednesday: 8:30 AM – 6:00 PM
Thursday: 8:30 AM – 6:00 PM
Friday: 8:30 AM – 6:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Center Veterinary Clinic,(415) 892-0891,1553 S Novato Blvd #B,Novato,94947,General Practice,"Monday: 8:00 AM – 6:30 PM
Tuesday: 8:00 AM – 6:30 PM
Wednesday: 8:00 AM – 6:30 PM
Thursday: 8:00 AM – 6:30 PM
Friday: 8:00 AM – 6:30 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Dogtor Calls,(415) 895-6267,35 Harbor Dr,Novato,94945,General Practice,"Monday: 8:30 AM – 5:30 PM
Tuesday: 8:30 AM – 5:30 PM
Wednesday: 9:00 AM – 1:00 PM
Thursday: 8:30 AM – 5:30 PM
Friday: 8:30 AM – 5:30 PM
Saturday: 8:30 AM – 1:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Novato Veterinary Hospital,(415) 897-2173,7454 Redwood Blvd,Novato,94945,General Practice,"Monday: 8:00 AM – 6:30 PM
Tuesday: 8:00 AM – 6:30 PM
Wednesday: 8:00 AM – 6:30 PM
Thursday: 8:00 AM – 6:30 PM
Friday: 8:00 AM – 6:30 PM
Saturday: 8:00 AM – 5:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,San Marin Animal Hospital,(415) 892-8387,103 San Marin Dr,Novato,94945,General Practice,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 7:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 7:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,South Novato Animal Hospital,(415) 897-8200,7077 Redwood Blvd,Novato,94945,General Practice,"Monday: 8:30 AM – 12:00 PM, 1:30 – 6:00 PM
Tuesday: 8:00 AM – 12:00 PM, 1:30 – 6:00 PM
Wednesday: 8:00 AM – 12:00 PM, 1:30 – 6:00 PM
Thursday: 8:00 AM – 12:00 PM, 1:30 – 6:00 PM
Friday: 8:00 AM – 12:00 PM, 1:30 – 6:00 PM
Saturday: 9:00 AM – 12:00 PM, 1:30 – 5:00 PM
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,The Country Vet,(415) 897-8380,511 Atherton Ave,Novato,94945,General Practice,"Monday: 8:30 AM – 6:00 PM
Tuesday: 8:30 AM – 6:00 PM
Wednesday: 8:30 AM – 6:00 PM
Thursday: 8:30 AM – 6:00 PM
Friday: 8:30 AM – 6:00 PM
Saturday: Closed
Sunday: Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Kanan Veterinary Hospital,(818) 532-7434,652 Lindero Canyon Rd Suite B,Oak Park,91377,General Practice,"Tuesday: 7:30 AM – 12:00 PM
Tuesday: 1:00 PM – 5:00 PM
Wednesday: 7:30 AM – 12:00 PM
Wednesday: 1:00 PM – 5:00 PM
Thursday: 7:30 AM – 12:00 PM
Thursday: 1:00 PM – 5:00 PM
Friday: 7:30 AM – 12:00 PM
Friday: 1:00 PM – 5:00 PM
Saturday: 7:30 AM – 12:00 PM
Saturday: 1:00 PM – 5:00 PM
Sunday: 8:00 AM – 12:00 PM
Sunday: 1:00 PM – 2:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Topa Mountain Animal Hospital,(805) 649-4094,600 N Ventura Ave,Oak View,93022,General Practice,"Tuesday: 7:45 AM – 6:00 PM
Wednesday: 7:45 AM – 6:00 PM
Thursday: 7:45 AM – 6:00 PM
Friday: 7:45 AM – 6:00 PM
Saturday: 7:45 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Oakdale Veterinary Group,(209) 847-2257,156 N Maag Ave,Oakdale,95361,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM
Sunday: 8:00 AM – 1:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,East Bay Veterinary Clinic,(510) 891-1514,568 Grand Ave,Oakland,94610,General Practice,"Monday: 10:00 AM – 5:00 PM
Tuesday: 9:00 AM – 7:00 PM
Wednesday: 9:00 AM – 7:00 PM
Thursday: 9:00 AM – 7:00 PM
Friday: 9:00 AM – 7:00 PM
Saturday: 9:00 AM – 7:00 PM
Sunday: 10:00 AM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Holistic Veterinary Care,(510) 339-2600,4382 Piedmont Ave,Oakland,94611,General Practice,"Wednesday: 10:00 AM – 6:00 PM
Thursday: 10:00 AM – 6:00 PM
Friday: 10:00 AM – 6:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 8:00 AM – 4:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Jack London Pet Hospital,(510) 279-6774,401 Alice St,Oakland,94607,General Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Montclair Pet Hospital,(510) 339-8600,1961 Mountain Blvd,Oakland,94611,General Practice,"Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 6:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Oakland Veterinary Hospital,(510) 530-1353,4258 MacArthur Blvd,Oakland,94619,General Practice,"Tuesday: 8:30 AM – 5:30 PM
Wednesday: 8:30 AM – 5:30 PM
Thursday: 8:30 AM – 5:30 PM
Friday: 8:30 AM – 5:30 PM
Saturday: 8:30 AM – 5:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,OakVet Animal Specialty Hospital,(510) 279-6821,1133 7th St,Oakland,94607,General Practice,Monday: Open 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Petvet Petfood,(510) 652-9822,4814 Broadway,Oakland,94611,General Practice,"Monday: 9:00 AM – 6:00 PM
Tuesday: 9:30 AM – 7:00 PM
Wednesday: 9:30 AM – 7:00 PM
Thursday: 9:30 AM – 7:00 PM
Friday: 9:30 AM – 7:00 PM
Saturday: 9:30 AM – 7:00 PM
Sunday: 9:00 AM – 7:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Plaza Veterinary Hospital,(510) 569-8864,4400 Keller Ave # 280,Oakland,94605,General Practice,"Tuesday: 10:00 AM – 1:00 PM
Wednesday: 10:00 AM – 1:00 PM
Friday: 10:00 AM – 1:00 PM
Saturday: 10:00 AM – 1:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,St Louis Veterinary Clinic,(510) 530-1004,3545 Fruitvale Ave,Oakland,94602,General Practice,"Tuesday: 10:00 AM – 2:00 PM
Wednesday: 10:00 AM – 2:00 PM
Thursday: 10:00 AM – 2:00 PM
Saturday: 10:00 AM – 2:00 PM
Sunday: 10:00 AM – 2:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Thornhill Pet Hospital,(510) 339-2041,5745 Thornhill Dr,Oakland,94611,General Practice,"Tuesday: 8:00 AM – 12:00 PM
Tuesday: 1:00 PM – 5:00 PM
Wednesday: 8:00 AM – 12:00 PM
Wednesday: 1:00 PM – 5:00 PM
Thursday: 8:00 AM – 12:00 PM
Thursday: 1:00 PM – 5:00 PM
Friday: 8:00 AM – 12:00 PM
Friday: 1:00 PM – 5:00 PM
Saturday: 8:00 AM – 12:00 PM
Saturday: 1:00 PM – 5:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,VCA Bay Area Animal Hospital,(510) 654-8375,4501 Shattuck Ave.,Oakland,94609,General Practice,"Monday: 8:00 AM – 7:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 7:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Woodminster Veterinary Hospital,(510) 531-0121,5045 Woodminster Ln,Oakland,94602,General Practice,"Tuesday: 8:00 AM – 7:00 PM
Wednesday: 8:00 AM – 7:00 PM
Thursday: 10:00 AM – 2:00 PM
Friday: 8:00 AM – 7:00 PM
Saturday: 8:00 AM – 7:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
